in,jn,x,y,qc,tc,te,tl
3,37,25,85,-20,10,0,911
4,47,22,75,10,10,0,919
5,45,22,85,-10,10,0,910
6,103,20,80,-40,0,644,764
7,46,20,85,10,10,0,909
8,43,18,75,20,10,388,508
9,13,15,75,-20,10,0,914
10,40,15,80,30,10,367,487
11,50,10,35,10,10,371,491
12,59,10,40,23,10,519,639
13,9,8,40,20,10,195,315
14,20,8,45,20,10,0,917
15,75,5,35,5,10,653,773
16,79,5,45,-10,10,0,914
17,90,2,40,-20,10,174,294
18,54,0,40,3,10,0,908
19,49,0,45,10,10,703,823
20,14,44,5,-20,10,0,904
21,58,42,10,-40,10,0,909
22,32,42,15,10,10,0,914
23,66,40,5,17,10,0,905
24,31,40,15,10,10,375,495
25,89,38,5,-30,10,201,321
26,85,38,15,-10,10,0,914
27,60,35,5,20,10,784,904
28,52,95,30,30,10,0,891
29,84,95,35,-20,10,146,266
30,35,92,30,10,10,0,894
31,24,90,35,-10,10,0,897
32,22,88,30,-10,10,246,366
33,78,88,35,-20,10,0,899
34,67,87,30,16,10,0,898
35,30,85,25,-10,10,80,200
36,92,85,35,6,10,0,902
37,3,67,85,20,10,657,777
38,83,65,85,10,10,43,163
39,48,65,82,10,10,0,909
40,10,62,80,-30,10,278,398
41,42,60,80,-10,10,64,184
42,41,60,85,10,10,329,449
43,8,58,75,-20,10,376,496
44,63,55,80,-10,10,33,153
45,5,55,85,10,10,0,911
46,7,55,82,-10,10,217,337
47,4,20,82,-10,10,37,157
48,39,18,80,-10,10,0,912
49,19,2,45,-10,10,0,911
50,11,42,5,-10,10,0,904
51,102,42,12,-10,10,440,560
52,28,72,35,-30,10,0,914
53,87,55,20,2,10,0,916
54,18,25,30,-3,10,0,925
55,71,20,50,27,10,375,495
56,62,55,60,-16,10,0,931
57,72,30,60,-16,10,599,719
58,21,50,35,40,10,557,677
59,12,30,25,-23,10,0,923
60,27,15,10,-20,10,782,902
61,99,10,20,-19,10,0,907
62,56,15,60,16,10,0,923
63,44,45,65,10,10,0,934
64,91,65,35,-3,10,167,287
65,100,65,20,-6,10,0,910
66,23,45,30,-17,10,191,311
67,34,35,40,-16,10,11,131
68,86,41,37,18,10,566,686
69,70,64,42,-9,10,268,388
70,69,40,60,9,10,612,732
71,55,31,52,-27,10,157,277
72,57,35,69,16,10,810,930
73,98,65,55,-14,10,0,924
74,96,63,65,-8,10,0,922
75,15,2,60,-5,10,0,910
76,101,20,20,15,10,645,765
77,81,5,5,30,10,0,892
78,33,60,12,20,10,268,388
79,16,23,3,10,10,764,884
80,88,8,56,28,10,365,485
81,77,6,68,-30,10,352,472
82,95,47,47,3,10,822,942
83,38,49,58,-10,10,0,937
84,29,27,43,20,10,0,935
85,26,37,31,10,10,0,930
86,68,57,29,-18,10,395,515
87,53,63,23,-2,10,0,914
88,80,21,24,-28,10,0,917
89,25,12,24,30,10,359,479
90,17,24,58,20,10,260,380
91,64,67,5,3,10,0,897
92,36,37,47,-6,10,0,945
93,97,49,42,-13,10,0,937
94,104,53,43,-14,0,14,134
95,82,61,52,-3,10,808,928
96,74,57,48,8,10,0,932
97,93,56,37,13,10,0,929
98,73,55,54,14,10,0,934
99,61,4,18,19,10,0,901
100,65,26,52,6,10,0,935
101,76,26,35,-15,10,308,428
102,51,31,67,10,10,810,930
103,6,20,80,40,10,644,764
104,94,53,43,14,10,14,134
