0,18.68154169,20.61552813,16.1245155,18.11077028,15.13274595,19,16,18.11077028,20.09975124,16.76305461,19.6468827,38.07886553,30.8058436,39.35733731,36.05551275,40.31128874,33.30165161,35.35533906,39.05124838,10,10.19803903,12.16552506,13,15,15.13274595,15.8113883,17.11724277,17.72004515,20,20.61552813,33.54101966,31.6227766,33.52610923,32.38826948,38.07886553,35.35533906,39.29376541,41.23105626,40.31128874,20.61552813,18.68154169,19.31320792,16.55294536,21.54065923,22.36067977,20.59126028,18.02775638,23.32380758,19.20937271,22.8035085,25,21.21320344,45.17742799,40.04996879,35.05709629,45,35,45.04442252,35.05709629,45.27692569,22.36067977,18.02775638,14.14213562,21.54065923,12.80624847,16.55294536,12.20655562,20.61552813,15.8113883,58.52349955,57.00877125,23.85372088,55.71355311,19.84943324,15.8113883,52.20153254,52,50.28916384,51.07837116,51.4781507,47.4341649,35.35533906,32.38826948,31.04834939,29.73213749,26.47640459,25.49509757,26.92582404,24.35159132,20.61552813,22.36067977,44.20407221,43.01162634,40.60788101,37.20215048,36.05551275,40.31128874,30.8058436,33.54101966,38.07886553,23.85372088,52,35.35533906,36.05551275,17.11724277,23.32380758
18.68154169,0,2,3.605551275,3,4.242640687,5.099019514,5.385164807,7,7.280109889,10.19803903,10.04987562,26.2488095,24.04163056,28.60069929,27.73084925,30.23243292,27.89265136,30.8058436,32.31098884,23.43074903,21.9317122,23.34523506,21.40093456,26.90724809,25.61249695,23.85372088,27.20294102,25.55386468,30.8058436,28.17800561,48.10405388,44.82186966,46.40043103,43.56604182,51.85556865,46.14108798,51.31276644,53,50.53711507,39.29376541,37.36308338,37.94733192,35.11409973,40.16217126,40.85339643,39,36.24913792,41.62931659,37.12142239,40.70626487,42.94182111,38.58756276,63.00793601,58.07753438,53.08483776,63.19810124,53.23532662,63.38769597,53.46026562,63.78871374,38.32753579,33.37663854,28.44292531,38.11823711,28.16025568,33.06055051,28.0713377,38,33,62.80127387,59.9082632,38.83297568,60.44005295,33.95585369,3,55.80322571,57.38466694,54.20332093,56.63920903,58.72818744,51.85556865,32.69556545,29.96664813,26.92582404,24.35159132,24.69817807,23.85372088,21.54065923,20.59126028,19.84943324,17,27.80287755,26.2488095,24.41311123,20.80865205,19.20937271,22.6715681,14.76482306,15.62049935,19.72308292,38.83297568,57.38466694,46.14108798,19.20937271,27.20294102,41.62931659
20.61552813,2,0,5,3.605551275,5.830951895,5.099019514,6.403124237,7.280109889,7,10.77032961,10.04987562,25,23.53720459,27.45906044,26.92582404,29.15475947,27.45906044,30.41381265,31.6227766,25,23.43074903,24.75883681,22.6715681,28.28427125,26.90724809,25,28.42534081,26.62705391,32.01562119,29.15475947,49.49747468,46.09772229,47.63402146,44.65422712,53.15072906,47.16990566,52.43090692,54.08326913,51.4781507,41.23105626,39.29376541,39.84971769,37,42.05948169,42.72001873,40.85339643,38.07886553,43.46262762,38.91015292,42.48529157,44.72135955,40.31128874,65.00769185,60.07495318,55.08175742,65.19202405,55.22680509,65.37583651,55.4436651,65.76473219,40.31128874,35.35533906,30.41381265,40.11234224,30.14962686,35.05709629,30.06659276,40,35,64.03124237,61.03277808,40.79215611,61.7170965,35.90264614,5,57.00877125,58.72818744,55.4436651,58,60.20797289,53.15072906,33.54101966,30.88689042,27.73084925,25.07987241,25.8069758,25,22.36067977,21.63330765,21.21320344,18.02775638,26.62705391,25,23.32380758,19.72308292,18.02775638,21.21320344,13.92838828,14.14213562,18.02775638,40.79215611,58.72818744,47.16990566,18.02775638,28.42534081,43.46262762
16.1245155,3.605551275,5,0,2,1,3.605551275,2,4.472135955,5.656854249,7,7.615773106,25.49509757,21.9317122,27.58622845,26.07680962,29.06888371,25.63201124,28.46049894,30.41381265,20,18.43908891,19.79898987,17.80449381,23.34523506,22.02271555,20.24845673,23.60084744,21.9544984,27.20294102,24.59674775,44.55333882,41.23105626,42.80186912,39.96248241,48.27007354,42.54409477,47.70744177,49.39635614,46.95742753,36.67424164,34.71310992,35.17101079,32.28002478,37.36308338,37.94733192,36.05551275,33.24154028,38.62641583,34.0147027,37.57658846,39.81205847,35.35533906,61.03277808,56,51,61.03277808,51.03920062,61.13100686,51.15662225,61.40032573,36.87817783,32.01562119,27.20294102,36.49657518,26.68332813,31.40063694,26.47640459,36.12478374,31.144823,64.07027392,61.40032573,37.64306045,61.6116872,32.89376841,3.16227766,57.14017851,58.41232747,55.47071299,57.62811814,59.41380311,53.00943312,34.78505426,31.95309062,29.12043956,26.68332813,26.40075756,25.49509757,23.76972865,22.47220505,21.09502311,18.97366596,31.40063694,29.83286778,28.01785145,24.41311123,22.8035085,26.17250466,18.35755975,19.10497317,23.02172887,37.64306045,58.41232747,42.54409477,22.8035085,23.60084744,38.62641583
18.11077028,3,3.605551275,2,0,3,2.236067977,2.828427125,4,4.472135955,7.280109889,7.071067812,24.04163056,21.1896201,26.2488095,25.05992817,27.80287755,25,27.89265136,29.54657341,21.63330765,20,21.26029163,19.10497317,24.75883681,23.34523506,21.40093456,24.8394847,23.02172887,28.42534081,25.55386468,45.96737974,42.52058325,44.04543109,41.0487515,49.57822102,43.56604182,48.82622246,50.47771786,47.88527958,38.63935817,36.67424164,37.10795063,34.20526275,39.29376541,39.84971769,37.94733192,35.11409973,40.49691346,35.84689666,39.39543121,41.62931659,37.12142239,63.03173804,58,53,63.03173804,53.03772242,63.12685641,53.15072906,63.38769597,38.83297568,33.95585369,29.12043956,38.47076812,28.63564213,33.37663854,28.44292531,38.11823711,33.13608305,65.21502894,62.43396512,39.56008089,62.80127387,34.78505426,4.242640687,58.24946352,59.66573556,56.61271942,58.89821729,60.81118318,54.20332093,35.4682957,32.69556545,29.73213749,27.20294102,27.29468813,26.41968963,24.35159132,23.2594067,22.20360331,19.6977156,30.23243292,28.60069929,26.92582404,23.32380758,21.63330765,24.75883681,17.4642492,17.69180601,21.40093456,39.56008089,59.66573556,43.56604182,21.63330765,24.8394847,40.49691346
15.13274595,4.242640687,5.830951895,1,3,0,4.472135955,2.236067977,5,6.403124237,7.071067812,8.062257748,26.2488095,22.36067977,28.28427125,26.62705391,29.73213749,26,28.7923601,30.88689042,19.20937271,17.69180601,19.10497317,17.20465053,22.6715681,21.40093456,19.72308292,23.02172887,21.47091055,26.62705391,24.16609195,43.8634244,40.60788101,42.20189569,39.44616585,47.63402146,42.05948169,47.16990566,48.87739764,46.5188134,35.6931366,33.73425559,34.20526275,31.32091953,36.40054945,37,35.11409973,32.31098884,37.69615365,33.10589071,36.67424164,38.91015292,34.4818793,60.03332408,55,50,60.03332408,50.03998401,60.13318551,50.15974482,60.40695324,35.90264614,31.04834939,26.2488095,35.51056181,25.70992026,30.41381265,25.49509757,35.12833614,30.14962686,63.51377803,60.90155991,36.68787266,61.03277808,31.95309062,3,56.60388679,57.80138407,54.91812087,57.00877125,58.72818744,52.43090692,34.4818793,31.6227766,28.86173938,26.47640459,26,25.07987241,23.53720459,22.13594362,20.59126028,18.68154169,32.01562119,30.47950131,28.60069929,25,23.43074903,26.90724809,18.86796226,19.84943324,23.85372088,36.68787266,57.80138407,42.05948169,23.43074903,23.02172887,37.69615365
19,5.099019514,5.099019514,3.605551275,2.236067977,4.472135955,0,3,2.236067977,2.236067977,5.830951895,5,21.9317122,18.97366596,24.08318916,22.82542442,25.61249695,22.8035085,25.70992026,27.31300057,21.47091055,19.72308292,20.80865205,18.43908891,24.20743687,22.6715681,20.51828453,24.04163056,22.02271555,27.58622845,24.41311123,45.3431362,41.72529209,43.18564576,40,48.7954916,42.43819035,47.80167361,49.40647731,46.64761516,39.3192065,37.33630941,37.65634077,34.71310992,39.81205847,40.26164428,38.32753579,35.44009029,40.80441153,36.05551275,39.56008089,41.78516483,37.16180835,64.12487817,59.03388857,54.03702434,64,54,64.03124237,54.03702434,64.19501538,40.26164428,35.44009029,30.6757233,39.81205847,30.08321791,34.71310992,29.83286778,39.3192065,34.36568055,67.42403132,64.66065264,41.10960958,65,36.40054945,6.403124237,60.46486583,61.84658438,58.82176468,61.07372594,62.93647591,56.40035461,37.69615365,34.92849839,31.95309062,29.41088234,29.52964612,28.65309756,26.57066051,25.49509757,24.41311123,21.9317122,31.38470965,29.68164416,28.17800561,24.59674775,22.82542442,25.61249695,18.97366596,18.60107524,21.9317122,41.10960958,61.84658438,42.43819035,22.82542442,24.04163056,40.80441153
16,5.385164807,6.403124237,2,2.828427125,2.236067977,3,0,2.828427125,4.472135955,5,5.830951895,24.20743687,20.1246118,26.17250466,24.41311123,27.58622845,23.76972865,26.57066051,28.65309756,18.86796226,17.20465053,18.43908891,16.2788206,21.9317122,20.51828453,18.60107524,22.02271555,20.24845673,25.61249695,22.82542442,43.13930922,39.69886648,41.23105626,38.27531842,46.75467891,40.81666326,46.04345773,47.70744177,45.17742799,36.34556369,34.36568055,34.71310992,31.78049716,36.87817783,37.36308338,35.44009029,32.57299495,37.94733192,33.24154028,36.76955262,39,34.43835072,61.13100686,56.0357029,51.03920062,61,51,61.03277808,51.03920062,61.20457499,37.36308338,32.57299495,27.85677655,36.87817783,27.20294102,31.78049716,26.92582404,36.34556369,31.40063694,65.73431372,63.13477647,38.27531842,63.2455532,33.61547263,5.099019514,58.83026432,60,57.14017851,59.20304046,60.87692502,54.64430437,36.68787266,33.83784863,31.04834939,28.63564213,28.23118843,27.31300057,25.70992026,24.35159132,22.82542442,20.88061302,33.01514804,31.40063694,29.68164416,26.07680962,24.41311123,27.58622845,20.1246118,20.51828453,24.20743687,38.27531842,60,40.81666326,24.41311123,22.02271555,37.94733192
18.11077028,7,7.280109889,4.472135955,4,5,2.236067977,2.828427125,0,2,3.605551275,3.16227766,21.40093456,17.4642492,23.34523506,21.63330765,24.75883681,21.1896201,24.04163056,25.94224354,19.6977156,17.88854382,18.86796226,16.40121947,22.20360331,20.61552813,18.38477631,21.9317122,19.84943324,25.45584412,22.20360331,43.27817002,39.59797975,41.03656906,37.80211634,46.66904756,40.22437072,45.607017,47.20169488,44.41846463,38.11823711,36.12478374,36.34556369,33.37663854,38.47076812,38.83297568,36.87817783,33.95585369,39.29376541,34.4818793,37.94733192,40.16217126,35.4682957,63.28506933,58.13776741,53.15072906,63.03173804,53.03772242,63,53,63.07138812,39.84971769,35.11409973,30.46309242,39.29376541,29.73213749,34.20526275,29.41088234,38.63935817,33.73425559,68.50547423,65.8634952,40.85339643,66.03029608,36.24913792,7.615773106,61.58733636,62.80127387,59.9082632,62.00806399,63.70243323,57.42821606,39.2173431,36.40054945,33.52610923,31.04834939,30.87069808,29.96664813,28.16025568,26.92582404,25.55386468,23.40939982,33.61547263,31.90611227,30.41381265,26.83281573,25.05992817,27.80287755,21.1896201,20.80865205,24.04163056,40.85339643,62.80127387,40.22437072,25.05992817,21.9317122,39.29376541
20.09975124,7.280109889,7,5.656854249,4.472135955,6.403124237,2.236067977,4.472135955,2,0,5,3.16227766,19.84943324,16.76305461,21.9317122,20.59126028,23.43074903,20.61552813,23.53720459,25.07987241,21.54065923,19.6977156,20.59126028,18.02775638,23.85372088,22.20360331,19.84943324,23.43074903,21.21320344,26.90724809,23.43074903,44.82186966,41.03656906,42.42640687,39.05124838,48.10405388,41.40048309,46.86149806,48.41487375,45.48626166,40.11234224,38.11823711,38.32753579,35.35533906,40.44749683,40.79215611,38.83297568,35.90264614,41.23105626,36.40054945,39.84971769,42.05948169,37.33630941,65.27633568,60.13318551,55.14526272,65.03076195,55.03635162,65,55,65.06919394,41.76122604,37,32.31098884,41.23105626,31.6227766,36.138622,31.32091953,40.60788101,35.6931366,69.63476143,66.88796603,42.72001873,67.20119047,38.07886553,8.602325267,62.68173578,64.03124237,61.03277808,63.2534584,65.06919394,58.6003413,39.92492956,37.16180835,34.17601498,31.6227766,31.76476035,30.88689042,28.7923601,27.73084925,26.62705391,24.16609195,32.64965543,30.88689042,29.54657341,26,24.16609195,26.62705391,20.61552813,19.72308292,22.6715681,42.72001873,64.03124237,41.40048309,24.16609195,23.43074903,41.23105626
