in,jn,x,y,qc,tc,te,tl
3,72,41,49,5,10,0,974
4,94,35,17,2,10,0,972
5,30,55,45,16,10,0,967
6,8,55,20,-19,10,620,860
7,45,15,30,7,10,0,969
8,6,25,30,19,10,0,978
9,100,20,50,-5,10,0,968
10,32,10,43,-9,10,323,563
11,73,55,60,-16,10,329,569
12,80,30,60,-16,10,0,964
13,71,20,65,-12,10,146,386
14,38,50,35,5,10,0,975
15,37,30,25,8,10,639,879
16,97,15,10,20,10,0,957
17,88,30,5,-8,10,118,358
18,96,10,20,27,10,0,960
19,40,5,30,16,10,0,959
20,83,20,40,-12,10,0,974
21,91,15,60,-17,10,0,957
22,67,45,65,-9,10,0,958
23,61,45,20,-11,10,0,971
24,44,45,10,5,10,0,963
25,92,55,5,-29,10,146,386
26,84,65,35,16,10,0,960
27,76,65,20,-6,10,716,956
28,82,45,30,6,10,0,978
29,64,35,40,19,10,0,985
30,5,41,37,-16,10,0,983
31,35,64,42,11,10,0,960
32,10,40,60,9,10,0,964
33,81,31,52,-27,10,0,972
34,63,35,69,13,10,0,956
35,31,53,52,-11,10,0,965
36,39,65,55,-14,10,0,953
37,15,63,65,-8,10,0,948
38,14,2,60,-5,10,0,948
39,36,20,20,14,10,0,968
40,19,5,5,-16,10,234,474
41,58,60,12,-31,10,0,956
42,74,40,25,25,10,0,978
43,66,42,7,-5,10,0,961
44,24,24,12,-5,10,0,964
45,7,23,3,-7,10,0,955
46,101,11,14,9,10,167,407
47,89,6,38,26,10,0,960
48,52,2,48,-1,10,0,954
49,79,8,56,-27,10,0,955
50,78,13,52,-36,10,0,962
51,65,6,68,-30,10,0,946
52,48,47,47,1,10,0,973
53,98,49,58,-10,10,0,963
54,55,27,43,-9,10,0,978
55,54,37,31,9,10,332,572
56,99,57,29,-18,10,0,967
57,60,63,23,-2,10,560,800
58,41,53,12,31,10,0,960
59,86,32,12,-7,10,0,966
60,57,36,26,2,10,740,980
61,23,21,24,11,10,0,972
62,90,17,34,-3,10,0,971
63,34,12,24,-13,10,0,964
64,29,24,58,-19,10,113,353
65,51,27,69,30,10,0,955
66,43,15,77,5,10,0,943
67,22,62,77,9,10,0,940
68,85,49,73,11,10,0,949
69,87,67,5,-25,10,228,468
70,95,56,39,22,10,0,968
71,13,37,47,12,10,108,348
72,3,37,56,-5,10,0,968
73,11,57,68,16,10,0,950
74,42,47,16,-25,10,0,967
75,102,44,17,-9,10,0,969
76,27,46,13,6,10,622,862
77,93,49,11,-18,10,0,962
78,50,49,42,36,10,212,452
79,49,53,43,27,10,730,970
80,12,61,52,16,10,0,958
81,33,57,48,27,10,307,547
82,28,56,37,-6,10,0,968
83,20,55,54,12,10,0,962
84,26,15,47,-16,10,0,966
85,68,14,37,-11,10,0,968
86,59,11,31,7,10,354,594
87,69,16,22,25,10,0,966
88,17,4,18,8,10,0,954
89,47,28,18,-26,10,314,554
90,62,26,52,3,10,0,970
91,21,26,35,17,10,0,981
92,25,31,67,29,10,0,957
93,77,15,19,18,10,0,964
94,4,22,22,-2,10,18,258
95,70,18,24,-22,10,0,969
96,18,26,27,-27,10,0,977
97,16,25,24,-20,10,0,975
98,53,22,27,10,10,0,974
99,56,25,21,18,10,0,972
100,9,19,21,5,10,0,968
101,46,20,26,-9,10,263,503
102,75,18,18,9,10,725,965
