in,jn,x,y,qc,tc,te,tl
3,30,41,49,16,10,0,204
4,76,35,17,-7,10,0,202
5,80,55,45,3,10,0,197
6,27,55,20,-19,10,149,159
7,85,15,30,11,10,0,199
8,98,25,30,-3,10,0,208
9,51,20,50,30,10,0,198
10,20,10,43,12,10,95,105
11,68,55,60,25,10,97,107
12,92,30,60,3,10,0,194
13,33,20,65,-12,10,67,77
14,81,50,35,-19,10,0,205
15,71,30,25,6,10,159,169
16,46,15,10,-20,10,0,187
17,45,30,5,7,10,61,71
18,88,10,20,35,10,0,190
19,47,5,30,-2,10,0,189
20,10,20,40,-12,10,0,204
21,48,15,60,1,10,0,187
22,37,45,65,-9,10,0,188
23,56,45,20,-11,10,0,201
24,105,45,10,-18,0,0,193
25,58,55,5,6,10,68,78
26,31,65,35,-3,10,0,190
27,6,65,20,19,10,172,182
28,55,45,30,14,10,0,208
29,106,35,40,-16,0,0,215
30,3,41,37,-16,10,0,213
31,26,64,42,3,10,0,190
32,72,40,60,5,10,0,194
33,13,31,52,12,10,0,202
34,90,35,69,9,10,0,186
35,79,53,52,-11,10,0,195
36,83,65,55,-14,10,0,183
37,22,63,65,9,10,0,178
38,50,2,60,36,10,0,178
39,102,20,20,17,10,0,198
40,100,5,5,10,10,83,93
41,57,60,12,-31,10,0,186
42,104,40,25,-9,0,0,208
43,89,42,7,26,10,0,191
44,74,24,12,-5,10,0,194
45,17,23,3,-7,10,0,185
46,16,11,14,20,10,69,79
47,19,6,38,2,10,0,190
48,21,2,48,-1,10,0,184
49,84,8,56,16,10,0,185
50,38,13,52,-36,10,0,192
51,9,6,68,-30,10,0,176
52,67,47,47,20,10,0,203
53,73,49,58,15,10,0,193
54,64,27,43,-9,10,0,208
55,28,37,31,-14,10,95,105
56,23,57,29,11,10,0,197
57,41,63,23,31,10,136,146
58,25,53,12,-6,10,0,190
59,75,32,12,-7,10,0,196
60,99,36,26,12,10,200,210
61,101,21,24,-28,10,0,202
62,91,17,34,-3,10,0,201
63,93,12,24,-13,10,0,194
64,54,24,58,9,10,58,68
65,66,27,69,9,10,0,185
66,65,15,77,-9,10,0,173
67,52,62,77,-20,10,0,170
68,11,49,73,-25,10,0,179
69,77,67,5,18,10,83,93
70,82,56,39,6,10,0,198
71,15,37,47,-6,10,50,60
72,32,37,56,-5,10,0,198
73,53,57,68,-15,10,0,180
74,44,47,16,5,10,0,197
75,59,44,17,7,10,0,199
76,4,46,13,7,10,149,159
77,69,49,11,-18,10,0,192
78,97,49,42,-13,10,73,83
79,35,53,43,11,10,179,189
80,5,61,52,-3,10,0,188
81,14,57,48,19,10,92,102
82,70,56,37,-6,10,0,198
83,36,55,54,14,10,0,192
84,49,15,47,-16,10,0,196
85,7,14,37,-11,10,0,198
86,96,11,31,27,10,101,111
87,94,16,22,2,10,0,196
88,18,4,18,-35,10,0,184
89,43,28,18,-26,10,93,103
90,34,26,52,-9,10,0,200
91,62,26,35,3,10,0,211
92,12,31,67,-3,10,0,187
93,63,15,19,13,10,0,194
94,87,22,22,-2,10,18,28
95,103,18,24,-22,0,0,199
96,86,26,27,-27,10,0,207
97,78,25,24,13,10,0,205
98,8,22,27,3,10,0,204
99,60,25,21,-12,10,0,202
100,40,19,21,-10,10,0,198
101,61,20,26,28,10,83,93
102,39,18,18,-17,10,185,195
103,95,18,24,22,10,0,199
104,42,40,25,9,10,0,208
105,24,45,10,18,10,0,193
106,29,35,40,16,10,0,215
