0,15.23154621,18,22.36067977,25,20.61552813,11.18033989,21.21320344,26.2488095,32.01562119,25.49509757,33.54101966,15,11.18033989,32.01562119,30.41381265,29.15475947,30.41381265,15.8113883,32.01562119,31.6227766,18.02775638,26.92582404,36.05551275,30,33.54101966,11.18033989,5,6.32455532,29.83286778,25.49509757,17.4642492,34,24.75883681,36.05551275,41.03656906,41.40048309,21.21320344,42.42640687,33.9705755,11.18033989,28.86173938,25.49509757,34.17601498,31.89043744,29.15475947,35.4682957,34.20526275,27.80287755,43.93176527,16.97056275,26.92582404,11.3137085,4.472135955,22.8035085,30.46309242,29.20616373,23.19482701,9.055385138,17.80449381,18.02775638,25.49509757,25.49509757,34.92849839,46.5188134,49.92995093,40.49691346,43.8634244,21.37755833,12.16552506,21.09502311,39.66106403,22.47220505,20.1246118,24.59674775,27.78488798,15.65247584,19.6977156,31.06444913,25.55386468,21.09502311,27.58622845,23.32380758,21.09502311,24.33105012,23.02172887,35.35533906,18.38477631,19.23538406,9,32.24903099,25.61249695,18.38477631,20.24845673,12.04159458,14.86606875,15.26433752,17.20465053,21.26029163,17.49285568,24.04163056,20.24845673,11.18033989,26.92582404,5,0
15.23154621,0,32.55764119,14.56021978,32.20248438,32.20248438,24.8394847,21.02379604,31.57530681,17.80449381,15.55634919,26.40075756,16.64331698,26.40075756,46.87216658,45.35416188,42.44997055,40.70626487,22.84731932,28.23118843,16.4924225,29.27456234,39.20459157,46.17358552,27.78488798,37.64306045,19.41648784,10.81665383,12,24.04163056,11.04536102,10.44030651,20.88061302,12.36931688,24.73863375,27.20294102,40.52159918,35.80502758,56.85068161,41.59326869,24.0208243,42.01190308,40.71854614,49.39635614,46.09772229,36.68787266,39.01281841,33.73425559,28.16025568,39.8246155,6.32455532,12.04159458,15.23154621,18.43908891,25.61249695,34.05877273,38.89730068,38.07886553,23.53720459,32.01562119,28.3019434,38.28837944,19.23538406,24.41311123,38.20994635,35,25.29822128,51.10772936,18.02775638,4.472135955,8.062257748,24.8394847,33.54101966,32.14031736,36.34556369,38.83297568,10.63014581,13.41640786,20.22374842,16.03121954,19.20937271,14.86606875,26.07680962,29.54657341,34.98571137,36.79673899,48.27007354,33.61547263,15.29705854,20.51828453,20.59126028,39.69886648,33.01514804,33.9705755,26.62705391,29.68164416,29.06888371,32.24903099,35.60898763,31.144823,38.60051813,33.9705755,24.0208243,39.20459157,10.81665383,15.23154621
18,32.55764119,0,34.40930107,20.22374842,23.85372088,16.40121947,36.24913792,36.06937759,47.42362281,43.28972164,50.28916384,23.43074903,9.433981132,21.1896201,13,25.17935662,32.69556545,27.45906044,47.42362281,49.03060269,10.44030651,12.20655562,23.32380758,34.98571137,30.14962686,16.40121947,23,20.88061302,38.28837944,43.28972164,35.22782991,52,39.35733731,48.41487375,55.56977596,54.20332093,15.29705854,32.31098884,25.49509757,9.433981132,12.20655562,12.08304597,18.43908891,24.18677324,35.80502758,45.27692569,47.4341649,41.34005322,58.66856058,32.31098884,43.32435804,27.20294102,14.14213562,25.05992817,28.63564213,18.68154169,5.830951895,9.055385138,15.65247584,24.75883681,24.04163056,42.44997055,52.61178575,63.2455532,65.7951366,57.72347876,34.17601498,30.41381265,30.06659276,39.05124838,55.54277631,12.04159458,9,11.70469991,15.23154621,28.65309756,31.6227766,43.60045871,38.01315562,29,42.05948169,36.05551275,29,27.78488798,19.6468827,31.01612484,7.071067812,36.138622,20.1246118,50.15974482,20.09975124,13.92838828,18.38477631,13.45362405,12.20655562,16.40121947,10.77032961,16.4924225,17.49285568,17.02938637,18.38477631,9.433981132,12.20655562,23,18
22.36067977,14.56021978,34.40930107,0,25,42.72001873,33.54101966,35.35533906,45.04442252,15,29.15475947,40.31128874,11.18033989,32.01562119,53.15072906,47.16990566,51.4781507,52.20153254,35.35533906,42.72001873,22.36067977,26.92582404,36.40054945,40,14.14213562,26.92582404,18.02775638,20.61552813,16.1245155,9.486832981,21.21320344,25,31.2409987,7.280109889,14.14213562,21.54065923,55.08175742,43.01162634,64.03124237,33.37663854,25,40.16217126,45.27692569,52.80151513,53.82378656,49.49747468,53.08483776,48.27007354,42.57933771,54.12947441,8.246211251,14.31782106,28.0713377,22.8035085,16.1245155,23.40939982,33.06055051,40.22437072,26.87005769,39.96248241,39.56008089,47.85394446,33.61547263,36.87817783,51.2249939,32.75667871,28.63564213,41.76122604,6.08276253,18.11077028,21.09502311,23.08679276,30.08321791,30.08321791,33.24154028,34.525353,6.708203932,2.828427125,9.219544457,3.605551275,8.062257748,9,40.04996879,41.77319715,46.17358552,45.27692569,57.70615219,38.18376618,29.83286778,30.6757233,32.55764119,47.70744177,40.22437072,42.54409477,34.13209633,36.61966685,37.58989226,38.41874542,43.26661531,39.8246155,45.80392996,42.54409477,25,36.40054945,20.61552813,22.36067977
25,32.20248438,20.22374842,25,0,41.23105626,31.6227766,46.09772229,50.53711507,40,47.16990566,57.00877125,15.8113883,25.49509757,41.23105626,29.15475947,45,50.99019514,40.31128874,56.56854249,46.09772229,10,14.14213562,15,18.02775638,10,14.14213562,28.28427125,22.02271555,23.76972865,42.72001873,40,52.92447449,32.06243908,36.40054945,45.70557953,66.4003012,35,52.20153254,9.433981132,15.8113883,18.38477631,32.01562119,36.23534186,44.40720662,52.20153254,59.94163828,59.20304046,52.80151513,68.59300256,28.16025568,38.47076812,36.23534186,21.09502311,9.219544457,8.544003745,8.246211251,24.35159132,19.92485885,34.23448554,40.49691346,43.18564576,49.04079934,56.43580424,69.63476143,57.42821606,53.33854141,19.20937271,19.02629759,32.44996148,40.24922359,48.0416486,8.94427191,11.40175425,11.40175425,10.81665383,22.8035085,23.08679276,32.55764119,28.0713377,17.02938637,34,48.25971405,44.38468204,45.35416188,39.05124838,51.03920062,27.07397274,43.18564576,32.64965543,52.77309921,40.01249805,33.06055051,37.21558813,29.83286778,30.2654919,33.73425559,30.01666204,36.01388621,35.51056181,37.05401463,37.21558813,15.8113883,14.14213562,28.28427125,25
20.61552813,32.20248438,23.85372088,42.72001873,41.23105626,0,10,20.61552813,13.92838828,50,33.54101966,35.35533906,35.35533906,15.8113883,20,29.15475947,11.18033989,10,11.18033989,30,46.09772229,31.6227766,36.05551275,47.16990566,50.24937811,50.99019514,30,22.36067977,26.92582404,50.44799302,39.05124838,27.20294102,43.829214,43.9089968,55.90169944,59.40538696,32.69556545,11.18033989,26.92582404,48.46648326,25.49509757,35.4682957,20.1246118,28.16025568,16.4924225,12.04159458,22.20360331,26.92582404,22.09072203,39.05124838,36.23534186,44.04543109,17.69180601,22.02271555,42.01190308,48.50773134,42.04759208,24.75883681,21.37755833,8.485281374,4.472135955,6.708203932,29.41088234,40.80441153,47,66.46803743,54.81788029,57.69748695,41.97618372,27.80287755,34.05877273,56.63920903,34.92849839,31.78049716,35.35533906,38.94868419,36.05551275,40.16217126,50.99019514,45.69463864,41.59326869,46.64761516,17,7.071067812,4.123105626,8.062257748,16.2788206,17.69180601,24.59674775,12.08304597,40.31128874,11,10.63014581,6.708203932,11.40175425,11.66190379,7.615773106,13.45362405,9.848857802,6.403124237,12.36931688,6.708203932,25.49509757,36.05551275,22.36067977,20.61552813
11.18033989,24.8394847,16.40121947,33.54101966,31.6227766,10,0,20.61552813,19.84943324,42.42640687,30.41381265,35.35533906,25.49509757,7.071067812,22.36067977,25.49509757,18.02775638,20,11.18033989,31.6227766,40.31128874,22.36067977,28.28427125,39.05124838,40.31128874,41.23105626,20,14.14213562,17.4642492,40.80441153,33.54101966,22.8035085,40.26164428,35.60898763,47.16990566,51.66236541,37.80211634,11.18033989,32.01562119,39.35733731,15.8113883,28.60069929,18.02775638,27.07397274,21.26029163,20.61552813,29.20616373,31.06444913,25.05992817,42.48529157,27.80287755,36.87817783,13.15294644,12.04159458,32.01562119,38.63935817,33.28663395,19.31320792,11.70469991,7.211102551,8.94427191,14.31782106,28.01785145,39.05124838,48.05205511,59.81638571,49.24428901,48.87739764,32.28002478,20.80865205,28.63564213,49.67896939,26.07680962,23.02172887,27.01851217,30.61045573,26.83281573,30.87069808,42.19004622,36.7151195,31.78049716,38.41874542,19.72308292,13.03840481,14.03566885,12.04159458,24.18677324,12.36931688,22.02271555,5.099019514,37.48332963,14.86606875,8.544003745,9.219544457,3.16227766,6,4.242640687,9,10.81665383,6.403124237,13.89244399,9.219544457,15.8113883,28.28427125,14.14213562,11.18033989
21.21320344,21.02379604,36.24913792,35.35533906,46.09772229,20.61552813,20.61552813,0,12.20655562,36.40054945,14.14213562,15,33.54101966,26.92582404,40.31128874,46.09772229,31.6227766,25,10,11.18033989,29.15475947,39.05124838,47.16990566,57.00877125,47.4341649,54.08326913,32.01562119,18.02775638,24.69817807,44.72135955,22.36067977,11.18033989,24.20743687,33.06055051,45.27692569,45.54119015,20.59126028,30,47.4341649,55.1724569,32.01562119,48.3011387,38.20994635,47.09564736,37.10795063,18.43908891,18.11077028,13.41640786,7.280109889,22.8035085,27.16615541,30.08321791,9.899494937,25.49509757,42.54409477,50.7740091,50.32891813,39.84971769,28.8444102,26.01922366,16.2788206,27.20294102,8.94427191,20.24845673,27.45906044,49.92995093,37.01351105,65.06919394,37.64306045,17.2626765,18.02775638,41.14608122,43.41658669,40.80441153,45.22167622,48.60041152,30.08321791,33.73425559,41.0487515,37.05401463,38.27531842,35.22782991,5.830951895,14.31782106,21.02379604,28.28427125,35.77708764,32.984845,6.32455532,16.15549442,20.24845673,31.40063694,28.0713377,26.07680962,23.76972865,26.47640459,23.08679276,29.42787794,29.01723626,24,32.06243908,26.07680962,32.01562119,47.16990566,18.02775638,21.21320344
26.2488095,31.57530681,36.06937759,45.04442252,50.53711507,13.92838828,19.84943324,12.20655562,0,48.10405388,26.2488095,24.16609195,40.79215611,26.90724809,33.37663854,42.94182111,23,13.92838828,10.44030651,17.72004515,41.34005322,41.88078318,48.10405388,58.89821729,55.57877293,59.61543424,37.33630941,25.17935662,31.57530681,54.00925847,34.4818793,22.84731932,36.06937759,43.93176527,56.29387178,57.38466694,18.78829423,25.07987241,38.32753579,58.83026432,34.98571137,48.16637832,34.0147027,42.05948169,29.01723626,6.403124237,9.433981132,13.15294644,9.486832981,25.3179778,37.21558813,41.78516483,17,29.54657341,49.04079934,56.64803615,53.00943312,38.01315562,31.06444913,21.9544984,11.40175425,19.10497317,20.51828453,31.06444913,34.36568055,62.12889827,49.2036584,68.50547423,46.17358552,27.29468813,29.96664813,53.23532662,45.80392996,42.80186912,46.86149806,50.44799302,39.01281841,43,51.7880295,47.26520919,46.38965402,46.32493929,6.403124237,7.211102551,12.04159458,21.84032967,25.70992026,30.8058436,18.35755975,17.88854382,31.89043744,24.51530134,24.18677324,20.61552813,22.627417,24.20743687,20,26.62705391,23.76972865,19.72308292,26.2488095,20.61552813,34.98571137,48.10405388,25.17935662,26.2488095
32.01562119,17.80449381,47.42362281,15,40,50,42.42640687,36.40054945,48.10405388,0,25,35.35533906,25.49509757,43.01162634,64.03124237,60.41522987,60.20797289,58.30951895,40.31128874,40,11.18033989,41.23105626,50.99019514,55,26.92582404,41.23105626,31.6227766,28.28427125,26.92582404,20.1246118,15,25.29822128,21.9317122,8.246211251,11.18033989,9.433981132,53,53.15072906,74.33034374,48.25971405,38.07886553,54.5710546,57.14017851,65.36818798,63.65532185,53.71219601,54.34151268,47.16990566,42.75511665,49.64876635,15.26433752,6.32455532,32.75667871,34.13209633,31.06444913,37.85498646,48.0416486,53.22593353,38.94868419,49.51767361,46.04345773,56.08029957,31.06444913,29.41088234,43.46262762,18.38477631,14.31782106,56.29387178,21.02379604,22.20360331,18.43908891,8.246211251,44.72135955,44.38468204,47.85394446,49.36598019,18.97366596,17.11724277,10,12.16552506,23.02172887,6,42.05948169,47.01063709,52.69724851,54.45181356,66.06814664,49.92995093,30.08321791,38.28837944,25,57.28001397,50.32891813,51.623638,43.93176527,46.86149806,46.66904756,49.2036584,53.07541804,48.7954916,55.97320788,51.623638,38.07886553,50.99019514,28.28427125,32.01562119
