0,9,2,8,13,4,3,2,4,5,5,4,8,7,4,4,8,6,7,3,3,8,5,7,18,4,16,4,8,3,7,8,6,6,7,9,26,5,14,2,3,9,5,9,3,4,14,6,4,3,2,12,14,3,6,8,4,27,4,5,6,5,3,11,3,8,12,11,4,5,11,4,15,4,21,3,13,9,8,13,6,2,5,4,10,3,20,4,11,11,14,5,3,3,12,5,25,1,14,4,3
9,0,8,3,13,10,7,9,10,7,7,6,11,4,9,9,2,5,10,9,8,2,9,5,16,9,16,7,6,7,4,2,5,5,4,7,27,9,15,7,7,6,7,3,6,6,15,5,6,7,7,10,14,8,5,2,9,28,6,5,5,12,8,13,7,6,14,15,6,9,13,7,15,8,19,8,14,3,12,9,10,7,8,7,10,7,16,6,12,14,14,5,7,6,14,6,26,8,14,6,7
2,9,0,8,13,4,3,3,4,6,6,4,7,7,3,3,9,6,7,2,3,9,5,7,18,3,16,4,8,3,7,8,7,6,7,9,26,5,13,3,3,9,6,9,3,4,14,6,4,3,3,12,14,3,6,9,3,27,4,5,6,5,4,11,4,8,11,11,4,5,11,4,15,4,21,3,14,9,7,13,5,3,4,4,9,3,20,4,11,11,14,5,3,4,12,5,25,1,14,4,3
10,5,9,0,14,11,8,10,11,9,9,7,12,7,10,10,5,8,11,10,9,5,10,6,15,10,17,8,7,8,6,5,6,6,7,8,26,10,16,8,8,6,9,4,7,7,16,7,7,8,8,10,15,9,6,4,10,29,7,6,6,13,9,14,8,7,15,16,7,10,14,9,17,9,18,9,15,6,13,8,11,8,9,8,11,9,15,7,13,15,15,7,8,7,15,8,25,9,16,7,8
12,13,11,12,0,12,11,13,12,13,12,9,14,11,11,12,12,10,13,12,11,11,12,10,9,11,14,10,16,10,11,12,10,9,12,17,20,12,9,11,11,16,13,13,10,9,9,15,9,11,11,19,19,11,9,12,11,26,9,9,9,14,11,15,10,17,15,19,10,12,15,10,20,10,11,11,18,12,15,17,12,11,10,9,14,11,20,10,15,16,19,9,10,10,16,13,19,12,19,10,11
3,10,3,9,12,0,4,4,3,7,7,6,6,8,2,2,10,7,6,4,2,9,3,8,18,2,15,3,10,5,8,9,8,7,9,11,25,3,13,4,5,11,7,10,4,5,13,8,6,5,4,13,13,2,7,10,2,26,5,6,7,4,5,10,5,10,10,10,5,4,10,5,13,3,20,5,12,10,6,14,4,4,3,3,8,5,21,5,10,10,12,6,5,5,11,7,24,3,13,5,5
3,7,3,7,11,5,0,4,4,6,6,3,6,6,3,4,7,4,5,3,3,7,4,5,17,3,15,3,9,3,6,6,5,5,6,10,25,4,12,1,2,10,6,8,2,3,13,8,3,2,2,13,13,3,4,7,4,27,3,3,5,6,4,10,3,9,10,12,2,4,9,4,14,2,19,4,12,8,8,12,4,2,3,3,8,4,19,2,10,10,13,3,3,2,11,6,24,2,13,2,3
3,9,3,9,14,5,5,0,5,5,4,5,8,8,4,5,9,6,8,4,4,9,6,7,19,4,17,5,7,3,8,8,7,7,8,8,28,6,15,4,4,8,4,8,4,5,16,5,5,4,3,11,13,4,7,8,5,27,5,5,7,6,4,13,4,7,12,11,4,6,12,4,14,5,21,3,13,10,9,14,7,3,6,5,11,4,20,4,12,12,13,5,4,5,11,4,26,2,13,5,4
3,10,3,9,12,1,4,4,0,7,7,6,6,8,2,2,10,7,6,4,2,9,3,8,18,2,15,3,10,5,9,9,8,7,9,11,25,3,13,4,5,11,7,10,4,5,13,8,6,5,4,13,13,2,7,10,2,26,6,6,7,4,5,10,5,10,10,10,5,4,10,6,13,3,20,5,12,10,6,15,4,4,3,3,9,5,22,5,10,10,13,6,5,5,11,7,24,3,13,5,5
5,7,5,8,13,7,6,5,7,0,2,5,10,6,6,7,7,5,10,6,6,7,8,6,18,6,18,7,5,4,6,6,6,5,5,6,28,8,15,5,6,6,1,7,6,5,16,3,5,5,4,9,16,6,5,6,6,29,5,6,5,8,3,14,4,5,14,14,5,8,14,3,17,7,21,4,16,8,11,13,8,4,7,7,12,4,18,6,14,14,16,5,4,6,14,2,27,4,16,7,4
5,7,5,7,14,7,7,4,7,1,0,5,11,6,7,7,7,5,10,6,6,7,8,6,19,7,19,7,5,4,6,5,6,6,5,6,28,8,15,6,7,6,1,6,7,6,16,3,5,6,5,9,16,6,6,6,7,29,5,6,6,8,4,15,4,5,15,13,5,8,14,4,17,7,21,4,15,7,11,13,9,5,8,8,13,4,18,6,14,14,16,5,5,7,14,1,27,4,16,7,5
4,6,3,6,10,6,3,4,6,6,5,0,8,4,5,5,6,3,7,4,4,6,5,4,15,5,15,3,9,2,4,5,4,3,5,10,25,5,12,2,2,10,5,7,2,1,13,7,1,2,2,12,13,4,3,7,5,27,1,2,3,7,3,10,2,9,11,13,1,5,10,3,14,4,18,3,13,6,9,11,6,2,4,3,8,3,18,2,10,11,13,2,2,3,11,6,24,4,13,3,2
7,12,6,11,14,4,6,8,4,10,10,7,0,10,4,4,11,9,1,6,5,11,3,10,20,4,13,5,13,7,10,11,10,9,11,14,27,3,13,6,7,14,10,12,6,7,12,11,7,6,6,17,10,5,9,11,4,24,7,8,9,4,8,6,7,13,6,9,7,3,6,8,11,4,22,8,10,12,4,16,3,6,5,5,5,8,23,7,6,6,10,8,7,7,7,10,26,6,11,7,7
7,5,6,5,11,9,6,8,9,6,5,4,10,0,8,8,3,3,9,8,7,3,8,1,17,8,15,6,9,5,3,4,2,3,4,10,26,8,13,6,5,8,6,5,5,4,14,8,4,5,6,12,13,7,3,5,8,27,4,4,3,11,6,12,5,9,13,14,4,8,12,5,15,7,19,6,13,4,11,11,9,6,7,6,9,5,18,5,11,13,13,3,5,5,13,6,25,7,14,5,6
4,10,4,9,12,2,4,5,2,8,8,6,4,9,0,1,10,7,4,4,3,10,2,8,18,1,15,3,11,5,9,9,8,7,9,12,26,2,13,4,5,12,8,10,5,6,14,9,6,5,4,15,12,3,7,10,1,26,6,6,7,4,6,9,5,11,9,10,5,2,8,6,13,2,20,6,12,10,5,15,3,4,3,3,8,6,22,5,8,9,12,6,5,5,9,8,24,4,13,5,5
4,11,4,10,13,1,5,5,1,8,8,6,6,9,2,0,10,8,6,4,3,10,4,8,18,2,16,4,10,5,9,10,8,8,9,11,26,4,13,5,5,12,8,11,5,6,14,9,6,5,5,14,13,3,8,11,2,26,6,6,8,4,6,10,6,11,10,10,6,4,10,6,13,3,21,6,12,11,7,15,4,5,4,4,9,6,22,5,10,10,12,7,6,5,11,8,25,4,13,6,6
8,4,7,3,12,9,6,8,9,7,8,5,10,4,8,8,0,6,9,8,7,2,8,4,16,8,15,6,7,6,4,3,4,4,5,8,27,8,14,6,6,7,8,4,5,5,14,7,5,6,6,10,13,7,4,4,8,27,5,4,4,11,7,12,6,8,13,14,5,8,12,7,14,7,18,7,13,3,11,8,9,6,7,6,9,7,15,5,11,13,13,5,6,5,13,7,25,7,14,5,6
5,5,4,6,11,7,4,5,7,4,3,2,8,4,6,6,5,0,8,5,5,5,6,3,16,6,16,5,7,3,3,4,3,3,4,8,25,6,13,3,4,8,3,6,4,3,13,5,2,3,3,11,14,5,2,5,6,28,3,3,3,8,3,12,2,8,13,14,3,6,12,2,15,5,19,4,13,6,10,12,7,3,5,5,10,3,19,4,12,12,14,2,2,4,13,4,24,4,14,4,3
8,12,8,11,16,6,8,8,6,11,11,9,2,11,5,5,12,10,0,8,6,12,5,11,21,5,12,6,14,8,12,12,11,10,12,15,29,5,12,7,8,15,11,12,8,9,11,12,9,8,7,17,9,6,9,12,6,24,9,9,9,5,9,5,8,14,5,8,8,4,5,9,11,6,24,9,9,12,3,16,4,7,7,7,4,9,23,8,5,5,9,9,8,8,6,11,27,8,10,8,8
2,9,2,8,13,4,4,3,4,6,6,5,7,8,3,3,9,6,7,0,3,9,5,7,18,3,16,4,8,4,8,8,7,7,8,9,26,5,13,3,4,10,6,9,4,5,14,7,5,3,3,12,14,3,6,9,3,27,4,5,6,5,4,11,4,9,11,11,4,5,11,4,14,4,21,4,13,10,8,14,5,3,4,4,9,4,21,4,11,11,13,5,4,4,12,6,25,2,14,4,4
4,10,4,9,12,2,4,5,2,8,8,6,5,8,1,1,10,7,5,4,0,9,2,8,18,1,15,3,10,5,8,9,8,7,9,11,25,2,13,4,5,11,8,10,5,6,14,9,6,5,4,14,13,2,7,10,1,26,5,6,7,4,5,9,5,10,9,10,5,3,9,6,14,2,20,5,12,10,5,15,3,4,3,3,8,5,22,5,9,9,12,6,5,5,10,7,24,3,13,5,5
8,3,7,2,12,9,6,8,9,8,8,5,10,4,8,8,1,6,9,8,7,0,8,4,15,8,15,6,7,6,4,3,4,4,5,8,26,8,14,6,6,6,8,3,5,5,14,6,5,6,6,10,13,7,4,3,8,27,5,4,4,11,7,12,6,7,13,14,5,8,12,7,14,7,18,7,13,3,11,8,9,6,7,6,9,7,15,5,11,13,13,5,6,5,13,7,25,7,14,5,6
4,11,4,10,13,1,5,5,1,8,8,6,4,9,3,1,10,8,5,4,3,10,0,9,18,3,16,4,11,5,9,10,8,8,9,12,26,2,13,5,5,12,8,11,5,6,14,9,6,5,5,14,12,3,8,11,3,26,6,7,8,4,6,9,6,11,9,10,6,2,8,6,13,3,21,6,12,11,5,15,3,5,4,4,8,6,22,6,8,9,12,7,6,6,9,8,25,4,13,6,6
7,5,6,5,11,9,5,7,9,5,5,4,10,3,8,8,4,3,9,7,7,3,8,0,16,8,16,6,9,5,3,4,1,2,4,10,25,8,12,5,5,9,5,6,5,4,13,7,3,5,5,13,14,7,2,5,8,28,4,3,2,10,5,12,4,9,13,14,4,8,12,4,15,7,18,5,13,4,12,11,9,5,7,6,9,5,18,4,11,13,13,3,4,4,13,5,24,6,14,4,5
17,15,16,14,7,16,15,17,16,17,17,14,18,15,15,16,15,15,18,16,15,15,16,15,0,15,18,14,17,15,16,16,15,14,17,16,16,16,13,15,15,16,17,15,14,14,13,18,13,15,16,18,23,15,14,15,16,30,14,14,14,18,15,19,14,17,19,23,14,16,19,15,24,14,8,16,22,16,20,16,16,16,14,14,18,15,17,14,19,20,23,13,15,14,20,18,15,16,23,15,16
4,10,4,9,12,2,4,5,2,8,8,6,4,9,2,1,10,7,4,4,3,10,2,8,18,0,15,3,11,5,9,9,8,7,9,12,26,2,13,4,5,12,8,10,5,6,14,9,6,5,4,15,12,3,7,10,1,26,6,6,7,4,6,9,5,11,9,10,5,2,8,6,13,2,20,6,12,10,5,15,3,4,3,3,8,6,22,5,8,9,12,6,5,5,9,8,24,4,13,5,5
17,18,17,17,14,16,16,16,15,19,19,16,12,17,16,15,18,17,12,17,16,18,15,17,19,16,0,14,22,17,18,18,17,15,19,23,21,15,8,15,16,21,19,18,15,16,7,20,16,16,16,24,10,16,15,18,16,14,16,15,15,14,18,7,17,22,8,10,16,14,8,17,9,15,22,18,9,18,11,22,14,16,15,14,10,18,29,15,8,8,10,16,17,15,7,19,20,17,9,15,17
5,9,4,8,11,4,3,5,4,8,8,4,5,7,3,3,8,6,4,4,3,8,3,7,16,3,14,0,11,4,7,8,6,6,7,12,24,3,11,3,3,12,8,9,3,4,12,9,4,4,4,14,12,3,6,9,3,26,4,5,6,6,6,8,5,11,8,12,4,3,7,5,13,1,19,6,11,9,7,13,3,4,1,2,6,5,20,4,8,8,12,5,4,4,9,8,23,4,12,4,5
8,6,8,7,17,11,10,6,10,4,6,9,13,8,10,10,7,8,13,10,10,7,12,9,18,10,20,11,0,7,8,6,9,9,7,3,29,11,19,9,10,3,5,6,10,9,18,2,8,9,8,8,18,9,9,5,10,31,9,9,9,11,7,16,7,2,17,15,8,12,17,7,19,10,21,7,17,8,14,11,12,8,11,10,14,7,18,9,16,16,18,9,8,10,16,4,28,7,18,10,8
3,8,2,8,12,5,4,3,5,4,4,3,8,6,4,5,7,4,7,4,4,7,6,6,17,4,17,5,7,0,6,6,6,5,6,8,27,6,14,3,3,9,4,8,4,3,14,6,3,3,2,11,15,4,5,8,5,28,3,4,5,6,2,12,2,7,12,12,3,6,11,2,15,4,20,2,14,8,9,13,6,2,5,5,10,2,20,3,11,12,14,3,2,4,13,5,25,2,15,4,2
8,3,7,4,12,9,6,8,9,6,6,4,10,1,8,8,3,4,9,8,8,3,8,2,17,8,15,6,8,6,0,2,2,4,3,9,27,8,14,6,6,7,6,4,5,5,14,6,4,6,6,12,13,7,4,4,8,27,4,5,4,11,6,12,5,8,13,14,5,8,12,5,15,7,20,6,13,4,11,10,9,6,7,6,9,6,17,5,11,13,13,4,5,5,13,5,26,7,14,5,6
8,3,7,4,13,10,7,8,10,5,6,4,11,3,9,9,3,4,10,8,8,3,9,3,18,9,16,7,7,6,3,0,4,5,3,8,27,9,15,6,6,6,6,3,6,5,15,5,4,6,6,12,14,8,4,3,9,28,4,5,4,11,6,13,5,7,14,15,5,9,13,5,15,7,20,6,14,3,12,10,9,6,7,7,10,6,17,6,12,14,14,4,5,6,14,5,26,7,15,6,6
7,5,6,5,10,9,5,7,9,5,5,3,10,3,7,8,4,3,9,7,7,4,8,2,16,7,15,6,9,5,3,4,0,2,4,10,25,8,12,5,5,8,5,5,4,3,13,7,3,5,5,13,13,7,2,5,8,27,3,3,2,10,5,12,4,9,13,14,4,8,12,4,14,6,18,5,13,5,11,11,8,5,6,6,9,5,18,4,11,13,13,3,4,4,13,5,24,6,13,4,5
6,5,5,4,10,7,5,7,7,6,5,3,8,3,6,7,4,4,8,7,6,4,7,3,16,6,14,5,9,4,4,5,3,0,5,10,25,7,12,4,4,8,6,5,4,3,12,8,3,4,4,11,12,6,2,5,6,26,3,3,2,9,5,10,4,9,11,13,3,7,11,4,13,5,18,5,11,4,10,10,7,4,5,4,8,5,16,3,10,11,11,3,4,3,12,6,23,6,12,4,5
7,4,6,5,12,9,6,7,9,5,5,4,11,3,8,8,4,3,10,7,8,4,8,3,17,8,16,6,7,5,2,2,3,4,0,8,27,8,14,5,5,7,5,4,5,5,15,6,4,5,5,12,14,7,4,4,8,28,4,5,4,10,5,12,4,8,14,15,4,8,13,5,15,7,20,6,14,4,12,11,9,5,7,6,10,5,18,5,12,13,14,4,4,6,14,4,25,6,14,6,5
9,6,9,7,17,11,10,7,11,5,6,9,14,9,10,11,8,9,14,10,10,8,12,9,18,10,20,11,1,8,8,6,9,9,7,0,29,12,19,9,10,3,5,6,10,10,19,3,9,9,9,7,18,10,9,5,10,32,9,10,9,11,7,17,8,1,17,16,9,12,17,8,19,11,21,8,18,8,14,11,12,9,12,11,14,8,17,10,16,17,18,9,9,10,17,4,28,8,19,10,9
28,29,27,28,20,28,26,28,27,30,29,26,29,28,26,27,28,27,29,27,26,28,27,27,17,26,22,25,30,27,28,29,27,26,29,30,0,27,22,26,26,30,30,29,25,26,22,31,26,27,27,31,30,26,26,28,27,23,26,26,26,29,28,27,27,30,28,30,26,27,28,27,30,25,17,28,29,29,31,29,27,27,25,25,28,28,25,25,28,28,30,26,27,25,27,30,6,27,29,26,28
4,11,4,10,13,1,5,5,1,8,8,6,4,9,3,1,10,8,5,5,3,10,1,9,19,3,16,4,11,6,9,10,9,8,10,12,26,0,13,5,6,12,8,11,5,6,14,9,6,5,5,14,12,3,8,11,3,26,6,7,8,4,6,9,6,11,9,10,6,3,8,6,13,3,21,6,12,11,5,15,3,5,4,4,8,6,22,6,9,9,12,7,6,6,9,8,25,4,13,6,6
13,15,13,14,9,13,12,14,13,15,15,12,11,13,12,13,14,13,11,13,12,14,13,13,14,12,8,11,18,13,14,14,13,12,15,19,21,13,0,12,12,18,15,15,11,12,2,17,11,12,13,21,11,12,12,15,12,19,12,12,12,15,14,7,13,19,8,11,12,13,8,13,12,11,17,14,11,15,10,19,13,13,11,10,8,13,26,11,7,8,11,11,13,11,8,16,20,13,12,11,13
